latitude,longitude,sound peak
51.5040855407,-0.0001533,8
51.5040931701,-0.0001433,4
51.5040931701,-0.0001333,14
51.5041084289,-0.0001216,6
51.5041160583,-0.0001083,22
51.5041160583,-9.5E-05,17
51.5041275024,-8.5E-05,5
51.5041275024,-7.33E-05,4
51.5041351318,-6.16E-05,13
51.5041427612,-5E-05,16
51.5041503906,-3.66E-05,4
51.50415802,-2.33E-05,4
51.50415802,-1.33E-05,10
51.5041656494,0,5
51.5041732788,1.16E-05,1
51.5041732788,2.5E-05,3
51.5041847229,3.83E-05,3
51.5041923522,5.33E-05,30
51.5041923522,6.66E-05,11
51.504207611,8.16E-05,11
51.504207611,9.16E-05,4
51.5042152404,0.000105,8
51.5042152404,0.00012,9
51.5042152404,0.000125,6
51.5042228698,0.0001416,10
51.5042228698,0.0001533,2
51.5042228698,0.0001666,3
51.5042228698,0.0001783,2
51.5042228698,0.0001916,3
51.5042228698,0.0002083,2
51.5042228698,0.00022,2
51.5042228698,0.0002333,2
51.5042228698,0.00025,4
51.5042304992,0.0002616,5
51.5042228698,0.000275,5
51.5042228698,0.0002916,2
51.5042228698,0.000305,4
51.5042228698,0.0003266,11
51.5042228698,0.0003433,12
51.5042152404,0.00036,11
51.5042152404,0.0003766,8
51.5042152404,0.000395,3
51.5042152404,0.0004083001,4
51.5042152404,0.0004250001,2
51.5042152404,0.0004416,2
51.5042152404,0.00046,5
51.504207611,0.0004733,5
51.504207611,0.00049,2
51.504207611,0.000505,1
51.504207611,0.0005166,3
51.5042152404,0.000535,4
51.5042228698,0.00055,4
51.5042228698,0.0005683001,3
51.5042304992,0.000585,0
51.5042304992,0.0006,2
51.5042381286,0.0006133,1
51.5042381286,0.0006266,3
51.5042495727,0.0006416001,1
51.5042572021,0.0006550001,1
51.5042648315,0.00067,2
51.5042724609,0.00069,1
51.5042800903,0.0007066,0
51.5042800903,0.0007200001,1
51.5042877197,0.0007366001,1
51.5042953491,0.00075,1
51.5042953491,0.0007650001,1
51.5043067932,0.0007800001,1
51.5043144226,0.0007950001,3
51.504322052,0.0008033,2
51.504322052,0.0008183001,3
51.5043373107,0.0008283,0
51.5043373107,0.00084,6
51.5043449401,0.0008533,2
51.5043525695,0.0008650001,0
51.5043601989,0.00088,1
51.5043601989,0.0008933001,2
51.5043601989,0.0009083002,4
51.504371643,0.0009233,3
51.504371643,0.0009383001,9
51.5043792724,0.000955,14
51.5043869018,0.0009716001,4
51.5043869018,0.00099,0
51.5043945312,0.0010049999,0
51.5043945312,0.0010215998,1
51.5043945312,0.0010383,7
51.5044021606,0.0010532999,5
51.5044021606,0.001065,0
51.50440979,0.0010832999,0
51.5044174194,0.0011,4
51.5044288635,0.00112,1
51.5044364929,0.0011366001,0
51.5044364929,0.0011516,0
51.5044441223,0.0011650002,0
51.5044517517,0.00118,0
51.5044593811,0.001195,0
51.5044670104,0.00121,0
51.5044746398,0.001225,0
51.5044746398,0.00124,0
51.5044822692,0.0012566,6
51.5044937133,0.00128,5
51.5045013427,0.0012950001,3
51.5045013427,0.0013083,1
51.5045089721,0.0013233,8
51.5045089721,0.0013366,0
51.5045089721,0.00135,0
51.5045166015,0.0013666,0
51.5045242309,0.0013866,1
51.5045318603,0.0014033001,1
51.5045394897,0.0014183001,12
51.5045394897,0.0014349999,1
51.5045509338,0.00145,0
51.5045585632,0.0014666001,0
51.5045661926,0.0014816,1
51.5045661926,0.0014983,2
51.504573822,0.0015183,6
51.504573822,0.0015400002,40
51.5045814514,0.0015600001,3
51.5045814514,0.0015750002,5
51.5045814514,0.0015932999,6
51.5045814514,0.0016083002,2
51.5045890808,0.0016233,2
51.5045890808,0.0016365999,18
51.5045890808,0.0016533002,0
51.5045890808,0.0016716001,5
51.5045967102,0.0016883001,4
51.5045967102,0.0017032999,4
51.5046043395,0.00172,1
51.5046043395,0.0017383002,2
51.5046157836,0.0017533001,2
51.5046157836,0.0017700002,1
51.504623413,0.0017849999,1
51.504623413,0.0018,1
51.5046310424,0.0018150001,2
51.5046310424,0.0018299999,1
51.5046386718,0.001845,1
51.5046386718,0.00186,2
51.5046386718,0.001875,0
51.5046463012,0.0018900001,0
51.5046463012,0.0019016,0
51.5046539306,0.001915,0
51.50466156,0.0019282999,1
51.50466156,0.00194,1
51.5046730041,0.0019483001,0
51.5046882629,0.0019616001,0
51.5046958923,0.0019732999,1
51.5047035217,0.0019833,0
51.5047111511,0.001995,0
51.5047187805,0.0020032999,0
51.5047264099,0.0020099999,0
51.504737854,0.0020166001,4
51.5047454833,0.0020232999,0
51.5047607421,0.0020332999,15
51.5047683715,0.0020433001,9
51.5047760009,0.0020533001,7
51.5047950744,0.002065,23
51.5048027038,0.002075,5
51.5048027038,0.0020883002,3
51.5048179626,0.0021016001,7
51.504825592,0.0021200001,14
51.5048332214,0.0021350002,9
51.5048332214,0.0021483001,5
51.5048408508,0.0021682999,3
51.5048408508,0.0021882998,1
51.5048484802,0.0022083001,2
51.5048484802,0.0022250003,7
51.5048484802,0.0022416,19
51.5048599243,0.0022599997,9
51.5048599243,0.0022800002,14
51.5048599243,0.0022983,6
51.5048599243,0.0023183002,11
51.5048599243,0.0023366,15
51.5048599243,0.0023516001,8
51.5048599243,0.0023683001,5
51.5048599243,0.0023850002,16
51.5048675537,0.0024016001,12
51.5048675537,0.0024182999,19
51.5048675537,0.0024366002,17
51.5048675537,0.0024566001,9
51.5048675537,0.0024750001,24
51.5048751831,0.0024932999,6
51.5048751831,0.0025099997,9
51.5048751831,0.0025266001,4
51.5048751831,0.002545,10
51.5048828125,0.002565,3
51.5048904418,0.002585,5
51.5048980712,0.002605,2
51.5048980712,0.0026266002,8
51.5048980712,0.0026466,6
51.5049057006,0.0026650002,3
51.5049057006,0.0026816,3
51.5049057006,0.0026965999,5
51.5049171447,0.0027149999,2
51.5049171447,0.0027350001,24
51.5049171447,0.0027516002,3
51.5049171447,0.0027716002,2
51.5049171447,0.0027933001,1
51.5049171447,0.0028132999,14
51.5049171447,0.0028282999,1
51.5049171447,0.0028433,5
51.5049171447,0.0028583,2
51.5049171447,0.002875,4
51.5049057006,0.0028916001,33
51.5049057006,0.0029083002,23
51.5049057006,0.0029283,3
51.5049057006,0.0029433,3
51.5048980712,0.0029565999,2
51.5048904418,0.0029716,2
51.5048828125,0.0029850004,2
51.5048828125,0.0030016002,2
51.5048828125,0.0030183,2
51.5048828125,0.0030350003,31
51.5048828125,0.0030483002,28
51.5048751831,0.0030615999,10
51.5048751831,0.0030782999,2
51.5048828125,0.0030982999,6
51.5048828125,0.0031166002,6
51.5048751831,0.0031350002,4
51.5048828125,0.0031565999,4
51.5048828125,0.0031782999,6
51.5048904418,0.0031999998,2
51.5048904418,0.0032216,3
51.5048904418,0.0032366001,28
51.5048904418,0.0032533001,14
51.5048904418,0.0032716,12
51.5048904418,0.0032916002,5
51.5048904418,0.0033116002,12
51.5048904418,0.0033316001,7
51.5048904418,0.0033500001,8
51.5048828125,0.0033649997,5
51.5048828125,0.0033816003,5
51.5048751831,0.0033966002,12
51.5048751831,0.0034133002,4
51.5048751831,0.0034300003,15
51.5048675537,0.0034516003,6
51.5048675537,0.0034716005,6
51.5048675537,0.0034882998,6
51.5048675537,0.0035016,8
51.5048675537,0.0035165998,6
51.5048675537,0.0035333001,8
51.5048675537,0.0035515999,5
51.5048751831,0.0035666,7
51.5048751831,0.0035782999,4
51.5048751831,0.0035966002,6
51.5048751831,0.0036166005,12
51.5048751831,0.0036366,18
51.5048751831,0.0036532998,12
51.5048675537,0.0036733002,12
51.5048599243,0.0036915998,13
51.5048484802,0.0037050004,9
51.5048484802,0.0037232999,22
51.5048408508,0.0037383003,7
51.5048408508,0.0037532999,10
51.5048408508,0.0037665998,13
51.5048408508,0.0037816002,26
51.5048332214,0.0037966001,24
51.5048332214,0.0038116002,15
51.5048332214,0.0038266,18
51.5048332214,0.0038416002,17
51.5048332214,0.0038600001,15
51.5048332214,0.0038766,13
51.5048332214,0.0038915996,24
51.504825592,0.0039032998,17
51.504825592,0.00392,24
51.504825592,0.0039400005,13
51.504825592,0.0039566003,19
51.504825592,0.0039732999,19
51.504825592,0.0039900002,26
51.5048179626,0.0040100002,34
51.5048179626,0.0040265998,25
51.5048103332,0.0040399999,21
51.5048103332,0.0040566005,12
51.5048027038,0.0040749998,28
51.5048027038,0.0040915999,19
51.5048027038,0.0041100001,17
51.5047950744,0.0041282997,75
51.5047950744,0.0041449999,20
51.5047836303,0.0041616001,14
51.5047836303,0.0041766004,23
51.5047836303,0.0041915998,16
51.5047760009,0.0042049999,10
51.5047760009,0.0042183008,15
51.5047683715,0.0042333002,10
51.5047683715,0.0042483,7
51.5047607421,0.0042615995,15
51.5047607421,0.0042700004,7
51.5047531127,0.0042783002,30
51.5047454833,0.0042933001,6
51.504737854,0.0043065996,23
51.504737854,0.0043200001,13
51.5047264099,0.0043300004,4
51.5047187805,0.0043383002,6
51.5047111511,0.0043516006,8
51.5047111511,0.0043666,3
51.5047035217,0.0043800001,4
51.5046958923,0.0043966002,4
51.5046958923,0.0044100003,3
51.5046882629,0.0044232997,4
51.5046806335,0.0044383001,5
51.5046730041,0.0044549999,7
51.5046730041,0.0044716,15
51.50466156,0.0044883003,10
51.5046539306,0.0045066003,22
51.5046463012,0.0045233001,4
51.5046386718,0.0045416002,10
51.5046310424,0.0045566005,6
51.504623413,0.0045749998,13
51.504623413,0.0045882997,6
51.5046157836,0.0046000003,5
51.5046043395,0.0046133003,6
51.5045967102,0.0046283001,18
51.5045890808,0.0046416001,17
51.5045890808,0.0046533002,7
51.5045814514,0.0046683006,3
51.504573822,0.0046816005,3
51.5045661926,0.0046965999,22
51.5045585632,0.0047115998,7
51.5045585632,0.0047283005,18
51.5045509338,0.0047466001,5
51.5045509338,0.0047583003,15
51.5045394897,0.0047715997,7
51.5045318603,0.0047816004,4
51.5045242309,0.0047933006,18
51.5045242309,0.0048050003,6
51.5045166015,0.0048199996,7
51.5045089721,0.0048365998,6
51.5045013427,0.0048533005,3
51.5044937133,0.0048683004,9
51.5044822692,0.0048815999,4
51.5044746398,0.0048966002,5
51.5044670104,0.0049116001,8
51.5044593811,0.0049265999,8
51.5044517517,0.0049383001,5
51.5044441223,0.0049465999,5
51.5044364929,0.0049583001,19
51.5044288635,0.0049683003,7
51.5044174194,0.0049782996,17
51.50440979,0.0049899997,8
51.5044021606,0.0050033001,8
51.5043945312,0.0050199995,5
51.5043869018,0.0050315999,23
51.5043792724,0.005045,9
51.504371643,0.0050583,4
51.5043601989,0.0050716009,31
51.5043525695,0.0050832996,13
51.5043449401,0.0050949997,5
51.5043373107,0.0051065998,7
51.5043296813,0.0051166005,21
51.504322052,0.0051300001,36
51.5043144226,0.0051416006,7
51.5042953491,0.0051582999,13
51.5042953491,0.00517,7
51.5042877197,0.0051833004,10
51.5042800903,0.0051966004,7
51.5042724609,0.0052083005,8
51.5042648315,0.0052183003,6
51.5042572021,0.00523,9
51.5042495727,0.0052483005,37
51.5042381286,0.0052632999,13
51.5042304992,0.0052750005,9
51.5042152404,0.0052900004,7
51.504207611,0.0053033008,6
51.5041999816,0.0053166003,11
51.5041923522,0.0053333001,4
51.5041847229,0.0053483004,4
51.5041732788,0.0053632998,3
51.5041656494,0.0053766002,2
51.50415802,0.0053900003,2
51.50415802,0.0053983001,13
51.5041503906,0.0054083003,5
51.5041427612,0.0054166007,3
51.5041427612,0.0054250001,2
51.5041351318,0.0054333,3
51.5041351318,0.0054415998,5
51.5041275024,0.0054516005,4
51.5041275024,0.0054633002,4
51.5041160583,0.0054716005,4
51.5041084289,0.0054816002,3
51.5041007995,0.0054899997,4
51.5040931701,0.0055,3
51.5040855407,0.0055100007,2
51.5040779113,0.0055216002,4
51.5040702819,0.0055300002,3
51.5040626525,0.0055399999,4
51.5040435791,0.0055500001,2
51.5040359497,0.0055633001,3
51.5040283203,0.0055766,3
51.5040206909,0.0055866003,17
51.5040130615,0.0055949997,4
51.5040054321,0.0056050004,3
51.503993988,0.0056150007,3
51.5039863586,0.0056233,3
51.5039787292,0.0056316003,24
51.5039710998,0.0056415996,22
51.5039634704,0.0056500005,7
51.5039634704,0.0056600003,5
51.503955841,0.0056716003,12
51.5039482116,0.0056833004,4
51.5039405822,0.00569,3
51.5039291381,0.0056999998,5
51.5039215087,0.0057133007,1
51.5039138793,0.0057232999,5
51.50390625,0.00573,5
51.5038986206,0.0057365999,16
51.5038909912,0.0057450003,8
51.5038833618,0.0057533001,5
51.5038719177,0.0057632999,6
51.5038642883,0.0057715997,7
51.5038566589,0.0057833003,8
51.5038490295,0.0057915997,23
51.5038414001,0.0058000001,10
51.5038337707,0.0058083004,11
51.5038261413,0.0058183002,4
51.5038185119,0.0058282999,14
51.5038070678,0.0058366003,16
51.5037994384,0.0058433003,6
51.5037994384,0.0058500003,24
51.503791809,0.005855,37
51.5037765502,0.0058650007,20
51.5037689208,0.0058766002,7
51.5037612915,0.0058882999,30
51.5037498474,0.0058983001,27
51.503742218,0.0059082994,9
51.5037345886,0.0059166007,17
51.5037269592,0.0059265999,6
51.5037193298,0.0059383001,5
51.503704071,0.0059500002,15
51.5036964416,0.0059616003,11
51.5036849975,0.0059733004,7
51.5036773681,0.0059833002,23
51.5036697387,0.0059949998,8
51.5036621093,0.0060066003,24
51.5036544799,0.0060166001,6
51.5036468505,0.0060282998,8
51.5036392211,0.0060366001,37
51.503627777,0.0060483002,32
51.5036125183,0.0060583,24
51.5036048889,0.0060683002,15
51.5035972595,0.0060800004,15
51.5035896301,0.0060915999,27
51.5035820007,0.0061016006,29
51.5035743713,0.0061115999,19
51.5035629272,0.0061233,18
51.5035552978,0.0061332998,16
51.5035476684,0.0061416001,11
51.503540039,0.00615,15
51.5035247802,0.0061600008,20
51.5035247802,0.0061666002,27
51.5035171508,0.0061750001,18
51.5035057067,0.0061850004,29
51.5034980773,0.0061916007,29
51.5034904479,0.0062016005,27
51.5034828186,0.00621,27
51.5034751892,0.0062182998,28
51.5034675598,0.0062283,22
51.5034599304,0.0062366003,18
51.503452301,0.0062450003,21
51.5034408569,0.0062533006,21
51.5034332275,0.0062632999,58
51.5034179687,0.0062716002,55
51.5034103393,0.0062815999,54
51.5034027099,0.0062915992,37
51.5033950805,0.0063015995,33
51.5033836364,0.0063100004,28
51.503376007,0.0063183002,37
51.5033607482,0.0063249998,32
51.5033531188,0.006335,56
51.5033454895,0.0063466,58
51.5033378601,0.006355,36
51.5033302307,0.0063666,40
51.5033187866,0.0063782997,33
51.5033111572,0.0063916006,23
51.5033035278,0.0064015998,29
51.5032958984,0.0064116001,27
51.503288269,0.0064233007,37
51.5032806396,0.0064350004,29
51.5032730102,0.0064433002,30
51.5032615661,0.0064500002,25
51.5032539367,0.00646,16
51.5032463073,0.0064715995,21
51.5032386779,0.0064850001,19
51.5032234191,0.0064966001,17
51.5032157897,0.0065066003,25
51.5032081604,0.0065165996,29
51.5031967163,0.0065233001,23
51.5031890869,0.0065316009,11
51.5031738281,0.0065433001,13
51.5031661987,0.0065533008,17
51.5031585693,0.0065549998,15
51.5031509399,0.0065582995,13
51.5031394958,0.0065683002,19
51.5031318664,0.0065750002,24
51.5031166076,0.0065815997,21
51.5031089782,0.0065900001,13
51.5031013488,0.0065983004,18
51.5030937194,0.006605,22
51.50308609,0.0066115999,17
51.5030746459,0.0066200008,14
51.5030593872,0.0066282997,12
51.5030517578,0.0066366004,9
51.5030441284,0.0066466002,17
51.503036499,0.0066583003,14
51.5030174255,0.0066699991,15
51.5030021667,0.0066799998,10
51.5029945373,0.0066900005,16
51.5029869079,0.0067000002,15
51.5029792785,0.00671,9
51.5029716491,0.0067216005,18
51.5029640197,0.0067332992,28
51.5029449462,0.0067465996,28
51.5029373168,0.0067583012,23
51.5029296875,0.0067666006,27
51.5029220581,0.0067766003,21
51.5029144287,0.0067866001,22
51.5029067993,0.0067965993,14
51.5028877258,0.0068066,13
51.5028800964,0.0068166007,7
51.502872467,0.0068233008,6
51.5028648376,0.0068316006,45
51.5028495788,0.0068416004,22
51.5028419494,0.0068533,28
51.5028305053,0.0068633008,24
51.5028228759,0.006875,33
51.5028152465,0.0068850002,32
51.5028076171,0.0068966002,20
51.5027999877,0.0069082999,27
51.5027923583,0.0069183006,39
51.5027732849,0.0069300003,23
51.5027656555,0.0069383001,26
51.5027580261,0.0069483003,26
51.5027503967,0.00696,31
51.5027427673,0.0069716,25
51.5027351379,0.0069800004,21
51.5027275085,0.0069883003,25
51.5027198791,0.0069950008,32
51.502708435,0.0069983,21
51.5027008056,0.0070033006,11
51.5026931762,0.0070116004,17
51.5026855468,0.0070199995,52
51.5026779174,0.0070266003,32
51.502670288,0.0070316004,42
51.5026512145,0.0070400004,43
51.5026435852,0.0070483007,27
51.5026359558,0.0070566005,32
51.502620697,0.0070649995,54
51.5026130676,0.0070715999,22
51.5026054382,0.0070800008,22
51.5025863647,0.0070883007,25
51.5025787353,0.0070966005,16
51.5025634765,0.007105,17
51.5025558471,0.0071133003,17
51.5025482177,0.0071183004,22
51.5025405883,0.0071233005,18
51.5025291442,0.0071332998,14
51.5025215148,0.0071450004,21
51.5025062561,0.0071550006,16
51.5024986267,0.0071650004,15
51.5024909973,0.0071733002,17
51.5024833679,0.0071799998,25
51.5024757385,0.0071850004,15
51.5024642944,0.0071915998,35
51.502456665,0.0072032999,13
51.5024490356,0.0072116003,6
51.5024337768,0.0072216005,11
51.5024261474,0.0072333002,16
51.502418518,0.0072432999,17
51.5024070739,0.0072516002,20
51.5024070739,0.0072600007,12
51.5023994445,0.0072650003,14
51.5023918151,0.0072733011,11
51.5023841857,0.0072800006,14
51.5023765563,0.0072866001,13
51.502368927,0.0072933006,15
51.5023612976,0.0073033003,22
51.5023612976,0.0073133001,12
51.5023536682,0.0073216009,8
51.5023422241,0.0073316006,19
51.5023269653,0.0073399996,17
51.5023193359,0.0073482995,29
51.5023117065,0.0073566007,18
51.5023040771,0.0073633003,14
51.5022964477,0.0073715996,10
51.5022850036,0.0073816003,14
51.5022773742,0.0073883004,14
51.5022773742,0.0073966002,16
51.5022697448,0.0074082999,21
51.5022621154,0.0074182996,18
51.502254486,0.0074266004,22
51.5022468566,0.0074333004,11
51.5022392272,0.00744,13
51.5022315979,0.0074483003,18
51.5022201538,0.007459999,16
51.5022125244,0.0074699997,18
51.502204895,0.0074766006,14
51.5021972656,0.0074833006,13
51.5021972656,0.0074933004,8
51.5021820068,0.0075016012,8
51.5021743774,0.0075083007,8
51.5021743774,0.0075183005,15
51.5021629333,0.0075282998,19
51.5021553039,0.0075349998,19
51.5021476745,0.0075400009,29
51.5021400451,0.0075466008,16
51.5021400451,0.0075550007,17
51.5021324157,0.0075633001,16
51.5021247863,0.0075732998,33
51.5021171569,0.0075799999,9
51.5021095275,0.0075865993,10
51.5020980834,0.0075966,27
51.5020904541,0.0076016006,20
51.5020904541,0.0076099996,28
51.5020675659,0.0076265997,46
51.5020675659,0.0076350002,19
51.5020599365,0.0076465997,15
51.5020523071,0.0076583003,14
51.502040863,0.0076683006,15
51.5020332336,0.0076800003,10
51.5020256042,0.0076916003,11
51.5020179748,0.0077015995,8
51.5020103454,0.0077116003,12
51.502002716,0.0077216005,15
51.5019950866,0.0077365999,12
51.5019760131,0.0077466006,10
51.5019683837,0.0077550005,10
51.5019607543,0.0077683,13
51.501953125,0.0077750005,13
51.5019454956,0.0077816009,11
51.5019454956,0.0077883005,14
51.5019378662,0.0077966003,15
51.5019302368,0.0078065996,12
51.5019187927,0.0078115997,14
51.5019035339,0.0078233003,14
51.5018959045,0.0078300004,18
51.5018882751,0.0078383007,17
51.5018882751,0.0078466005,9
51.5018730163,0.0078549995,13
51.5018653869,0.0078650002,12
51.5018539428,0.0078733005,8
51.5018463134,0.0078816003,10
51.501838684,0.0078866004,14
51.5018310546,0.0078949999,9
51.5018234252,0.0079,9
51.5018157958,0.0079099998,6
51.5018081665,0.0079200005,9
51.5017967224,0.0079265999,12
51.501789093,0.0079350004,11
51.5017814636,0.0079450006,11
51.5017738342,0.0079516005,11
51.5017662048,0.00796,13
51.5017585754,0.0079633002,10
51.501750946,0.0079700002,13
51.501750946,0.0079766006,11
51.5017433166,0.0079815998,11
51.5017318725,0.0079899997,10
51.5017318725,0.0080033006,13
51.5017242431,0.0080132999,9
51.5017166137,0.0080233001,13
51.5017089843,0.0080366001,14
51.5017013549,0.008045,8
51.5016937255,0.0080532999,9
51.5016860961,0.0080615997,8
51.501674652,0.0080700006,12
51.5016670227,0.0080783004,11
51.5016517639,0.0080900011,12
51.5016288757,0.0081000003,14
51.5016212463,0.0081115999,18
51.5016098022,0.0081183004,11
51.5016021728,0.0081283006,17
51.5015945434,0.0081416006,13
51.501586914,0.0081499996,12
51.501586914,0.008161601,14
51.5015792846,0.0081766014,19
51.5015792846,0.008188301,23
51.5015716552,0.0082016,10
51.5015716552,0.0082132997,11
51.5015525817,0.0082250003,18
51.5015525817,0.0082383003,17
51.5015449523,0.008249999,11
51.5015373229,0.0082583007,7
51.5015296936,0.0082666006,11
51.5015220642,0.0082700004,11
51.5015144348,0.0082750015,8
51.5015068054,0.0082816009,16
51.5015068054,0.0082916011,10
51.5014877319,0.0083000001,11
51.5014801025,0.0083083,8
51.5014724731,0.0083150005,17
51.5014724731,0.008326601,14
51.5014648437,0.0083366003,11
51.5014572143,0.0083466005,11
51.5014495849,0.0083566007,13
51.5014419555,0.0083633003,9
51.5014419555,0.0083782997,17
51.5014305114,0.0083900003,13
51.5014152526,0.0084016017,19
51.5014076232,0.0084082994,17
51.5013999938,0.0084183006,13
51.5013923645,0.0084283008,11
51.5013847351,0.0084366016,21
51.5013771057,0.0084465999,18
51.5013656616,0.0084549999,22
51.5013580322,0.00846,14
51.5013504028,0.0084666004,13
51.5013427734,0.0084732999,19
51.501335144,0.0084833011,12
51.501335144,0.0084899997,11
51.5013275146,0.0084982995,14
51.5013198852,0.0085032997,12
51.5013084411,0.0085150003,12
51.5013008117,0.0085183,14
51.5012931823,0.0085265998,13
51.5012855529,0.0085383014,14
51.5012779235,0.0085516004,15
51.5012702941,0.0085632991,19
51.5012626647,0.0085700006,16
51.5012550354,0.0085799999,27
51.5012435913,0.0085882997,18
51.5012359619,0.0085965995,24
51.5012283325,0.008603301,30
51.5012207031,0.0086133003,20
51.5012130737,0.0086199998,34
51.5012054443,0.008630001,35
51.5011978149,0.0086383008,36
51.5011787414,0.0086515998,34
51.501171112,0.0086615991,24
51.5011634826,0.0086716003,35
51.5011558532,0.0086816005,28
51.5011482238,0.0086883001,24
51.5011405944,0.0086950006,17
51.501132965,0.0087116003,20
51.5011215209,0.0087233009,35
51.5011138916,0.0087333011,44
51.5011062622,0.0087416,17
51.5010986328,0.0087466001,16
51.5010910034,0.0087549991,14
51.501083374,0.0087616004,21
51.5010643005,0.008768301,25
51.5010566711,0.0087750005,22
51.5010490417,0.0087833003,16
51.5010414123,0.0087900009,43
51.5010261535,0.0088000001,45
51.5010185241,0.008813301,59
51.5010108947,0.0088216009,30
51.5009994506,0.0088316011,31
51.5009918212,0.0088433017,46
51.5009765625,0.008853301,50
51.5009765625,0.0088566007,29
51.5009689331,0.0088649997,16
51.5009613037,0.0088783016,19
51.5009536743,0.0088900003,20
51.5009422302,0.0088983001,22
51.5009269714,0.0089065999,21
51.500919342,0.0089166011,24
51.5009117126,0.0089233007,23
51.5009040832,0.0089300003,24
51.5009040832,0.0089399995,38
51.5008888244,0.0089550008,27
51.5008773803,0.0089665994,20
51.5008773803,0.0089766006,30
51.5008621215,0.0089866008,27
51.5008544921,0.0090032997,31
51.5008468627,0.0090116004,27
51.5008468627,0.0090265998,42
51.5008392333,0.0090366001,41
51.500831604,0.0090433006,36
51.5008201599,0.0090500001,34
51.5008049011,0.0090616016,36
51.5007972717,0.0090733003,30
51.5007896423,0.0090833005,36
51.5007820129,0.0090916004,47
51.5007667541,0.0091000003,36
51.50075531,0.0091083002,35
51.5007476806,0.0091183004,33
51.5007400512,0.0091300001,64
51.5007247924,0.0091415996,50
51.500717163,0.0091483001,26
51.5007095336,0.0091583003,37
51.5006904602,0.00917,39
51.5006752014,0.0091866006,37
51.5006599426,0.0091949996,28
51.5006523132,0.0092049999,44
51.5006446838,0.0092132997,35
51.5006332397,0.0092216005,21
51.5006179809,0.0092332992,19
51.5006103515,0.0092433004,26
51.5006027221,0.0092532997,19
51.5005950927,0.0092650012,21
51.5005874633,0.0092750005,19
51.5005760192,0.0092849998,17
51.5005760192,0.009295001,22
51.5005607604,0.0093015995,29
51.5005531311,0.0093083,17
51.5005455017,0.0093183002,18
51.5005378723,0.0093283004,26
51.5005378723,0.009335,22
51.5005302429,0.0093432998,26
51.5005226135,0.0093515996,35
51.5005111694,0.0093583011,32
51.50050354,0.0093666009,33
51.5004882812,0.0093716001,29
51.5004806518,0.0093782997,33
51.5004730224,0.0093883008,31
51.500465393,0.0093999996,27
51.5004539489,0.0094099998,22
51.5004386901,0.0094233007,19
51.5004310607,0.0094383001,10
51.5004234313,0.0094515991,8
51.500415802,0.0094632997,2
51.5004081726,0.0094700002,2
51.5004005432,0.0094815998,4
51.5003890991,0.0094950008,18
51.5003814697,0.0095083007,4
51.5003662109,0.0095233011,6
51.5003585815,0.0095349998,2
51.5003509521,0.0095466012,3
51.5003433227,0.0095566005,10
51.5003318786,0.0095683002,4
51.5003242492,0.0095800008,5
51.5003166198,0.0095916004,4
51.5003089904,0.0096015996,2
51.500301361,0.0096150007,3
51.5002937316,0.0096250009,3
51.5002861022,0.0096350011,2
51.5002784729,0.0096483001,4
51.5002670288,0.0096600008,3
51.5002593994,0.0096683015,9
51.50025177,0.0096800003,3
51.5002365112,0.0096883001,4
51.5002288818,0.0096966018,14
51.5002212524,0.0097066011,1
51.5002098083,0.009715002,13
51.5001945495,0.0097250003,1
51.5001869201,0.0097350006,14
51.5001792907,0.0097416009,12
51.5001716613,0.00975,12
51.5001564025,0.0097616014,6
51.5001564025,0.0097733001,3
51.5001449584,0.0097800006,2
51.5001449584,0.0097883014,5
51.5001373291,0.0097982997,2
51.5001296997,0.0098083009,2
51.5001220703,0.0098183002,9
51.5001144409,0.0098282995,3
51.5001068115,0.0098382997,20
51.5000991821,0.0098500003,13
51.500087738,0.0098616008,13
51.5000801086,0.0098666,23
51.5000724792,0.0098766002,4
51.5000648498,0.0098900012,3
51.5000572204,0.0099033002,2
51.500049591,0.0099149999,4
51.5000343322,0.0099266004,4
51.5000228881,0.0099399995,7
51.5000152587,0.0099516,2
51.5000076293,0.0099616003,3
51.5,0.0099682998,8
51.4999923706,0.0099750003,4
51.4999847412,0.0099849996,3
51.4999771118,0.0099916,7
51.4999656677,0.0100000011,11
51.4999504089,0.0100100004,5
51.4999427795,0.0100182998,3
51.4999351501,0.0100266003,1
51.4999275207,0.0100332999,1
51.4999275207,0.0100399994,3
51.4999122619,0.0100515997,1
51.4999008178,0.0100600004,22
51.4999008178,0.0100699996,11
51.499885559,0.0100783002,4
51.4998779296,0.0100865995,11
51.4998703002,0.0100950002,13
51.4998626708,0.0101049995,4
51.4998550415,0.0101150012,6
51.4998550415,0.0101250004,11
51.4998435974,0.0101366007,11
51.499835968,0.0101483011,3
51.4998207092,0.0101616001,3
51.4998130798,0.0101732993,9
51.4998054504,0.0101850008,7
51.4997901916,0.010200001,0
51.4997787475,0.0102116,18
51.4997711181,0.0102216005,9
51.4997634887,0.0102315998,4
51.4997558593,0.010241599,3
51.4997482299,0.0102516007,1
51.4997406005,0.0102632999,3
51.4997329711,0.0102733004,5
51.499721527,0.0102816009,4
51.4997138977,0.0102916002,21
51.4997062683,0.0102999997,9
51.4996986389,0.0103149998,1
51.4996833801,0.0103299999,1
51.4996757507,0.0103416001,1
51.4996681213,0.0103533005,2
51.4996566772,0.0103649997,2
51.4996490478,0.0103750002,7
