latitude,longitude,light,sound average,sound peak,MQ9 gas average,people
51.4990081787,0.0111616003,9,14.79,289,513.26,0
51.4990005493,0.011170001,9,14.33,317,511.79,0
51.4989891052,0.0111732995,10,13.55,313,514.98,1
51.4989814758,0.0111783003,12,13.42,308,512.97,0
51.4989814758,0.0111816012,11,14.21,290,513.48,0
51.4989738464,0.0111882996,11,15.77,343,512.75,0
51.498966217,0.0111966001,10,13.95,311,516.44,0
51.4989585876,0.011201601,10,14.97,300,511.27,0
51.4989509582,0.0112116003,10,14.89,321,516.22,0
51.4989433288,0.0112216007,10,14.1,311,515.46,0
51.4989242553,0.0112332999,10,14.33,322,499.41,0
51.4989089965,0.0112466001,10,15.59,280,513.68,0
51.4988937377,0.0112600016,10,14.79,317,514.53,0
51.4988861083,0.011268301,10,13.62,312,512.94,0
51.498878479,0.0112783002,10,14.37,293,512.52,0
51.4988594055,0.0112849998,9,14.45,309,512.38,0
51.4988441467,0.0112950015,9,14.3,327,515.8,0
51.4988365173,0.0112983,9,15.22,323,513.48,0
51.4988212585,0.0113083004,9,19.39,286,510.46,0
51.4988136291,0.0113216006,9,22.62,446,517.84,0
51.4987945556,0.0113350009,9,15.87,408,514.17,0
51.4987792968,0.0113482999,9,14.98,289,512.59,0
51.4987716674,0.0113532996,9,14.85,309,511.86,0
51.498764038,0.0113600003,9,15.68,322,513.01,0
51.4987449645,0.0113666009,10,15.17,275,513.35,0
51.4987297058,0.0113733005,9,14.98,311,512.6,0
51.4987220764,0.0113865995,9,14.77,318,514.45,0
51.4987068176,0.0113966012,9,14.87,316,514.56,0
51.4986991882,0.0114083003,9,14.65,278,513.88,0
51.4986915588,0.0114215993,9,15.38,294,511.29,0
51.4986801147,0.0114283001,9,13.56,288,515.63,0
51.4986724853,0.0114416003,9,17.38,290,507.55,0
51.4986648559,0.0114566004,10,19.37,330,513.97,0
51.4986495971,0.0114683008,10,17.56,324,511.58,0
51.4986419677,0.0114783012,10,14.08,311,512.3,0
51.4986228942,0.0114999997,9,15.26,299,512.69,0
51.4986152648,0.0115166008,9,16.05,335,513.11,0
51.4986076354,0.0115283,10,14.57,307,511.11,0
51.4985923767,0.0115365993,10,16.45,274,512.92,0
51.4985847473,0.0115400004,9,14.18,312,512.6,0
51.4985771179,0.0115533006,9,15.44,304,514.32,0
51.4985580444,0.011565001,9,15.16,304,513.61,0
51.4985427856,0.0115883004,9,15.57,289,512.45,0
51.4985351562,0.0116033005,9,14.05,309,512.82,0
51.4985275268,0.0116149997,9,15.55,319,513.7,0
51.4985198974,0.0116233003,10,17.51,278,509.98,0
51.498512268,0.0116315996,9,20.73,317,515.47,0
51.4984931945,0.0116482996,9,15.29,313,513.06,0
51.4984779357,0.0116733002,9,16.97,287,510.5,0
51.498462677,0.0116850006,9,15.32,332,511.82,0
51.4984474182,0.0116900014,9,14.08,340,512.33,0
51.4984359741,0.0116965997,9,15.7,311,511.81,0
51.4984283447,0.0117016005,9,15.24,287,511.16,0
51.4984130859,0.0117132997,9,17.12,305,512.61,0
51.4983978271,0.011728301,10,17.38,323,511.76,0
51.4983901977,0.0117400002,10,16.15,272,511.5,0
51.4983711242,0.0117550003,10,21.77,335,512.71,0
51.4983634948,0.0117666006,10,15.1,315,512.28,0
51.498348236,0.0117833006,10,14.88,325,512.27,0
51.4983329772,0.0118033003,10,15.25,286,514.75,0
51.4983139038,0.0118165993,10,14.82,329,510.92,0
51.498298645,0.011826601,9,15.4,294,512.57,0
51.4982833862,0.0118366003,10,21.6,281,513.57,0
51.4982757568,0.0118500005,10,14.92,302,513.06,0
51.4982566833,0.0118616008,10,16.83,312,513.48,0
51.4982490539,0.0118799996,11,15.8,284,511.93,0
51.4982414245,0.0118949996,11,15.61,325,511.98,0
51.4982337951,0.0119099998,11,15.67,323,512.66,0
51.4982185363,0.0119266009,11,16.51,333,510.82,0
51.4982109069,0.0119400012,11,25.41,404,515.6,0
51.4982032775,0.0119683003,11,15.2,327,513.74,0
51.4981842041,0.0119983005,11,14.84,322,512.31,0
51.4981689453,0.0120200014,11,14.25,282,511.93,0
51.4981536865,0.0120399999,11,13.69,307,512.76,0
51.4981460571,0.0120500016,10,15.39,316,511.93,0
51.498134613,0.0120683002,10,25.46,403,516.24,0
51.4981269836,0.0120833003,10,17.67,306,515.23,0
51.4981193542,0.0120933008,10,14.2,312,511.98,0
51.4981117248,0.0121082997,10,16.3,339,513.38,0
51.4981040954,0.012123301,10,21.29,270,511.74,0
51.4980888366,0.0121366,10,15.21,325,513.98,0
51.4980812072,0.0121500003,10,16.35,324,509.4,0
51.4980697631,0.0121683001,11,22.42,327,512.69,0
51.4980621337,0.0121850001,10,14.12,309,512.15,0
51.4980545043,0.0122115993,10,14.35,308,510.72,0
51.498046875,0.0122316002,11,16.77,320,508.52,0
51.4980392456,0.0122433006,11,17.02,269,514.17,0
51.4980316162,0.0122450006,11,14.12,322,511.99,0
51.4980125427,0.0122532999,10,21.35,320,508.88,0
51.4980049133,0.0122600007,10,14.1,287,513.71,0
51.4979972839,0.0122749996,11,14.6,316,510.18,0
51.4979896545,0.0122933006,10,14.57,319,507.48,1
51.4979820251,0.0123133003,10,24.91,306,512.87,0
51.4979667663,0.0123283004,10,12.99,309,515.4,0
51.4979591369,0.0123166,11,20.62,320,511.5,0
51.4979476928,0.0123216009,11,28.37,349,511.09,0
51.4979400634,0.0123200011,10,14.79,284,510.68,0
51.497932434,0.0123183,10,14.7,331,511.66,0
51.4979248046,0.0123300004,10,20.62,329,510.99,0
51.4979095458,0.0123450005,10,15.34,304,509.12,0
51.4978904724,0.0123600006,10,14.65,289,512.7,0
51.497882843,0.0123833,10,29.66,321,512.62,0
51.4978752136,0.0124015998,11,13.73,320,512.09,0
51.4978675842,0.0124165999,10,13.9,281,511.73,0
51.4978599548,0.0124283003,10,15.24,343,512.27,0
51.4978523254,0.0124399995,10,20.62,318,512.11,0
51.497844696,0.0124500012,10,18.43,296,511,0
51.4978370666,0.0124600005,10,19.69,313,511.63,0
51.4978179931,0.0124716007,10,27.25,322,511,1
51.4978103637,0.0124816,9,17.67,326,509.79,0
51.4978103637,0.0124916005,10,19.7,281,513.57,0
51.4978103637,0.0125032997,10,19.66,296,509.49,0
51.4978103637,0.0125182998,10,15.35,312,512.59,0
51.4978103637,0.0125283002,9,16.24,297,512.54,0
51.4978103637,0.0125315999,10,26.35,302,512.31,0
51.4978103637,0.0125300002,10,20.39,322,513.17,0
51.4978027343,0.0125400006,9,23.26,329,512.88,0
51.4978027343,0.0125450015,11,19.62,288,513.31,0
51.4978027343,0.0125483012,11,22.09,317,512.1,0
51.4977951049,0.0125566005,11,17.91,312,513.09,0
51.4977874755,0.0125750005,12,18.06,282,512.76,0
51.4977798461,0.0125883007,15,17.58,321,511.88,0
51.497768402,0.0125950002,14,13.55,323,512.95,0
51.497768402,0.0126100003,13,18.05,284,510.56,0
51.4977607727,0.0126232993,11,18.55,317,512.25,0
51.4977607727,0.0126400005,11,12.74,317,512.39,0
51.4977607727,0.0126733005,11,13.82,329,510.95,0
51.4977607727,0.0126750004,10,19.68,287,511.96,0
51.4977531433,0.0126783001,10,12.81,324,512.06,0
51.4977455139,0.0126733005,10,19.25,316,513.26,0
51.4977378845,0.0126783001,11,15.38,449,514.76,0
51.4977226257,0.012676599,10,20.67,318,507.53,1
51.4977035522,0.0126733005,11,19.59,317,511.29,0
51.4976959228,0.0126699995,11,14.42,317,511.91,1
51.4976882934,0.0126699995,11,20.99,293,510.42,1
51.497680664,0.0126750004,11,19.24,341,510.68,0
51.4976654052,0.0126716017,11,18.4,321,511.77,0
51.4976577758,0.012681601,11,18.79,285,512.19,0
51.4976463317,0.01268,11,19.53,320,511.83,0
51.4976310729,0.0126865994,11,19.46,310,512.28,0
51.4976234436,0.0126965999,11,13.57,291,512.53,0
51.4976158142,0.0126950013,10,24.48,307,511.88,0
51.4976081848,0.0126999998,10,11.53,321,444.18,1
51.497592926,0.0127083003,10,14.22,323,511.06,1
51.4975814819,0.0127149999,10,15.51,278,515.24,0
51.4975738525,0.0127215993,10,25.98,320,507.88,1
51.4975662231,0.0127233004,10,13.41,333,511.31,0
51.4975585937,0.0127366006,10,19.37,309,513.62,0
51.4975509643,0.0127500009,10,19.87,307,510.72,0
51.4975357055,0.0127666008,10,13.86,328,511.08,0
51.497516632,0.0127750015,10,13.53,324,512.23,0
51.4975090026,0.0127766001,10,17.86,275,510.71,0
51.4974861145,0.0127933013,10,18.61,321,511.91,0
51.4974594116,0.012795,10,13.5,330,511.52,0
51.4974365234,0.0127999997,10,18.46,291,513.11,0
51.497428894,0.0128115999,10,13.46,325,512.33,0
51.4974136352,0.0128315997,10,13.62,309,511.09,0
51.4973945617,0.0128450012,10,12.38,320,511.83,0
51.4973869323,0.0128549993,10,13.92,296,510.79,0
51.4973716735,0.0128733015,10,14.21,323,515.39,0
51.4973640441,0.0128949999,10,18.78,309,513.64,0
51.4973564147,0.0129083013,10,15.29,286,514.34,0
51.4973487854,0.0129265999,10,12.76,307,512.71,0
51.4973297119,0.0129449987,10,13.57,319,509.42,0
51.4973220825,0.0129615998,10,20.13,281,510.32,0
51.4973220825,0.0130350005,10,13.46,317,511.79,0
51.4972991943,0.0130550003,11,14.08,308,510.56,0
51.4972915649,0.0130815994,10,13,322,509.45,0
51.4972801208,0.0131066012,11,13.43,278,512.71,0
51.497264862,0.0131316006,11,13.25,311,511.78,0
51.497264862,0.0131500005,11,16.5,314,507.51,0
51.4972496032,0.0131783008,10,14.04,291,511.5,0
51.4972419738,0.0132000017,11,18.15,322,509.49,0
51.497226715,0.0132150006,11,19.15,325,511.35,0
51.4972152709,0.0132282996,11,13.83,317,513.48,0
51.4972076416,0.0132366001,11,13.35,293,512.65,0
51.4971923828,0.0132350015,11,14,308,513.44,0
51.4971847534,0.0132433009,11,19.11,305,509.83,1
51.497177124,0.0132615995,10,12.77,288,512.36,0
51.4971580505,0.013275001,11,18.69,326,510.66,0
51.4971427917,0.0132849991,11,13.83,319,509.57,0
51.4971351623,0.0132915997,11,14.01,293,512.52,0
51.4971275329,0.0133033013,11,13.58,310,509.19,0
51.4971122741,0.0133166003,11,20.42,327,511.5,0
51.4971046447,0.0133283007,11,13.59,326,404.61,1
51.4970932006,0.0133416008,11,21.29,288,510.8,0
51.4970779418,0.0133533,12,16.53,406,514.23,0
51.4970703125,0.013368299,11,13.89,330,512.39,0
51.4970626831,0.0133800005,12,14.36,295,510.88,0
51.4970550537,0.0133883011,12,13.93,311,516.34,0
51.4970359802,0.0133933007,12,13.39,331,512.54,0
51.4970283508,0.0134016013,12,15.99,307,510.9,0
51.497013092,0.0134083008,12,20.45,329,510.63,0
51.4970054626,0.0134150004,12,13.37,318,509.07,0
51.4969978332,0.0134266006,12,13.43,316,510.63,0
51.4969902038,0.0134616017,12,13.49,288,506.64,1
51.4969902038,0.0135000002,12,13.96,325,507.71,0
51.4969825744,0.0135382997,12,13.29,316,508.53,0
51.4969711303,0.0135766005,12,19.44,291,512.03,0
51.4969635009,0.0136116015,12,17.94,325,509.23,0
51.4969558715,0.0136416006,12,14.36,321,508.49,0
51.4969558715,0.0136816012,11,13.76,315,509.87,0
51.4969482421,0.0137266016,12,13.98,276,511.87,0
51.4969329833,0.0137549996,12,14.4,308,511.52,0
51.496925354,0.0137866008,12,20.68,308,508.73,0
51.4969062805,0.0138100004,12,14.41,288,511.9,0
51.4968910217,0.0138300001,12,14.41,314,513.44,0
51.4968833923,0.0138483023,12,13.47,334,511.81,0
51.4968833923,0.0138649999,12,13.87,324,511.25,0
51.4968757629,0.0138733005,12,14.85,298,511.39,0
51.4968681335,0.0138800012,12,13.7,297,509.87,0
51.4968605041,0.0138750017,12,20.41,318,508.37,0
51.4968414306,0.0138633001,12,15.36,309,512.08,1
51.4968338012,0.0138499999,12,14.24,323,512.22,0
51.4968185424,0.0138450002,13,13.11,326,510.46,0
51.496810913,0.0138400018,12,14.1,299,509.77,0
51.4967842102,0.0138450002,12,14.3,327,507.66,2
51.4967765808,0.0138583003,13,20.77,312,510.36,1
51.4967460632,0.0138700008,12,15.11,340,511.04,0
51.4967384338,0.0138833022,13,14.28,296,508.17,0
51.4967193603,0.0138982999,13,13.95,324,508.86,0
51.4967041015,0.0139083003,13,13.83,322,513.03,0
51.4966964721,0.0139150011,13,15.51,294,510.98,0
51.4966888427,0.0139216005,14,14.07,333,511.31,0
51.4966812133,0.0139366006,14,18.25,319,510.32,0
51.4966812133,0.0139482998,13,14.8,331,510.56,0
51.4966697692,0.0139616001,13,13.82,292,509.01,0
51.4966621398,0.0139766001,13,14.86,326,510.73,0
51.4966545104,0.0139866006,12,14.81,322,510.14,0
51.4966545104,0.0139999998,12,13.97,291,510.65,0
51.4966468811,0.0140033006,12,20.47,326,510.04,0
51.4966468811,0.0140100002,13,14.81,314,509.48,0
51.4966468811,0.0140165996,13,14.09,290,514.47,0
51.4966468811,0.0140250015,13,15.38,327,512.15,0
51.4966392517,0.0140283002,13,14.16,308,511.3,0
51.4966316223,0.0140433001,13,13.24,336,511.12,0
51.4966239929,0.0140700006,14,14.05,272,512.66,0
51.4966163635,0.0140883016,14,15.18,350,510.23,0
51.4966049194,0.0141115999,14,15.32,328,509.88,0
51.49659729,0.0141200008,14,15.21,271,508.95,0
51.4965820312,0.0141299986,13,14.88,328,510.58,0
51.4965667724,0.0141433,13,14.94,315,512.16,0
51.4965476989,0.0141550006,13,19.21,381,510.56,0
51.4965400695,0.0141616001,13,16.11,275,511.81,0
51.4965248107,0.0141733002,14,14.92,313,511.38,0
51.4965171813,0.0141800022,14,15.53,305,512.02,0
51.496509552,0.0141916012,14,15.05,309,514.2,0
51.4965019226,0.0141983008,13,14.64,313,510.41,0
51.4964942932,0.01421,14,16.96,344,512.22,1
51.4964752197,0.0142132997,15,14.27,302,511.68,0
51.4964675903,0.0142650008,15,14.68,319,512.23,1
51.4964675903,0.0144115996,15,14.08,318,507.63,1
51.4964599609,0.0144950008,15,15.74,301,510.87,0
51.4964523315,0.0144982995,16,14.7,282,510.8,0
51.4964447021,0.0145050001,16,19.5,317,513.33,0
51.4964370727,0.0145233011,15,13.28,304,510.72,0
51.4964370727,0.0145615997,15,13.77,266,511.93,0
51.4964370727,0.014598299,14,12.79,322,510.39,1
51.4964370727,0.0146183013,14,13.82,297,512.01,0
51.4964447021,0.0146266007,14,15.18,321,510.58,0
51.4964370727,0.0146515989,14,21.68,291,512.1,0
51.4964179992,0.0146766004,14,15.41,334,513.11,0
51.4964103698,0.0146916007,15,14.72,326,511.84,0
51.4964027404,0.0147050008,14,15.98,300,512.3,0
51.4964103698,0.0147082996,14,15.58,318,510.95,0
51.4964103698,0.0147116003,14,15.07,307,510.66,0
51.4964103698,0.0147150015,14,14.91,333,512.46,0
51.4964103698,0.0147233009,14,13.88,292,512.17,0
51.4964027404,0.0147316002,13,13.77,330,511.63,0
51.4964027404,0.0147350001,14,14.63,319,511.75,0
51.4964027404,0.0147382998,14,13.77,265,513.77,0
51.4964027404,0.0147483005,15,14.25,317,512.14,0
51.4964027404,0.0147633004,15,16.84,334,506.58,0
51.496395111,0.0147800016,14,19.27,293,515.13,0
51.4964027404,0.0147983002,15,16.61,317,514.67,0
51.4963874816,0.0148165998,15,13.14,316,512.32,0
51.4963798522,0.0148333001,15,14.09,323,510.26,0
51.4963798522,0.0148465991,14,14.64,277,512.61,0
51.4963607788,0.0148616003,14,14.15,321,510.86,0
51.4963378906,0.0148750009,14,13.3,328,511.5,0
51.4963302612,0.0148866009,14,12.41,283,510.93,0
51.4963150024,0.0149,14,13.4,324,511.51,0
51.4963035583,0.0149133014,14,15,327,511.27,0
51.4962882995,0.0149250006,14,18.56,310,510.9,0
51.4962730407,0.0149416017,14,13.71,269,512.15,0
51.4962577819,0.0149550008,14,14,316,512.35,0
51.4962387084,0.0149616003,13,12.69,323,513.88,0
51.4962310791,0.0149633002,14,13.03,283,511.99,0
51.4962234497,0.0149733009,14,14.55,322,512.32,0
51.4962158203,0.0149866008,14,19.14,331,511.31,0
51.4962081909,0.015,14,14.51,299,513.57,0
51.4962005615,0.015018301,14,12.39,314,511.11,0
51.4961929321,0.015036601,13,13.09,317,513.05,0
51.496181488,0.0150550007,14,13.59,336,511.77,0
51.4961738586,0.0150683021,14,13.31,283,511.4,0
51.4961662292,0.0150800013,14,13.53,324,512.95,0
51.4961585998,0.0150950002,14,18.53,318,508.98,0
51.496143341,0.0151100015,13,16.73,463,518,0
51.4961357116,0.0151250004,14,13.38,329,513,0
51.4961166381,0.0151350011,14,12.91,304,510.21,0
51.4961013793,0.0151516008,14,13.22,318,508.88,0
51.4960784912,0.0151633014,14,20.62,327,512.15,0
51.4960594177,0.0151716003,15,19.59,324,509.85,0
51.4960365295,0.0151750016,15,14.69,317,510.57,0
51.4960136413,0.0151800012,15,15.13,296,513.76,0
51.4959869384,0.0151815996,15,14.32,329,508.92,0
51.4959716796,0.0151916017,16,13.92,323,509.66,0
51.4959564208,0.0152050008,16,16.42,300,509.39,0
51.4959373474,0.0152199993,15,13.62,322,513.08,0
51.495929718,0.0152383017,16,16.84,438,520.51,0
51.4959220886,0.0152583003,16,12.76,307,511.25,0
51.4959144592,0.0152765998,15,12.52,293,511.71,0
51.4958992004,0.0152866005,15,13.3,322,510.2,0
51.4958839416,0.0153015995,15,14.8,312,511.49,0
51.4958724975,0.0153166007,15,14.54,286,512.26,0
51.4958572387,0.0153333005,15,19.94,300,511.24,0
51.4958419799,0.0153465995,14,16.85,317,507.38,0
51.4958076477,0.0153550014,14,13.07,331,510.54,0
51.4957923889,0.0153683004,14,14.84,272,513.25,0
51.4957618713,0.0153816008,14,15.42,314,512,0
51.4957504272,0.0153966007,13,16.36,308,511.59,0
51.4957427978,0.0154133009,13,21.22,284,512.11,0
51.4957351684,0.0154266014,14,18.07,330,512.13,0
51.495727539,0.0154433002,14,14.85,312,512.17,0
51.495727539,0.0154615998,13,15.87,298,511.26,0
51.4957351684,0.0154883003,13,15.76,335,510.62,0
51.4957351684,0.0155150008,14,18.26,316,510.11,0
51.4957351684,0.0155332994,13,17.39,319,512.19,0
51.4957351684,0.0155550003,13,23.22,292,508.24,0
51.4957351684,0.0155750012,13,16.3,319,510.28,0
51.4957427978,0.0155965995,13,16.21,289,510.11,0
51.4957618713,0.0156283006,12,15.34,276,509.71,0
51.4957771301,0.0156533002,12,19.61,331,510.34,0
51.4957847595,0.0156782999,13,14.58,321,510.54,0
51.4957923889,0.0156965994,12,20.95,291,511.58,0
51.4957923889,0.0157166004,12,13.4,281,514.92,1
51.4958076477,0.0157383012,12,15.08,327,506.86,0
51.495815277,0.0157582998,11,14.86,340,511.19,0
51.4958267211,0.0157716012,12,22.14,295,506.97,0
51.4958343505,0.0157732987,12,14.67,321,509.97,0
51.4958343505,0.0157766008,11,14.89,334,510.81,0
51.4958419799,0.015781599,12,19.28,324,512.42,0
51.4958419799,0.015781599,12,14.32,278,517.47,0
51.4958419799,0.0157833003,12,15.3,318,509.03,0
51.4958419799,0.0157833003,12,27.16,344,511.49,0
51.4958419799,0.0157833003,12,33,309,506.22,0
51.4958419799,0.015781599,12,26.04,321,509.23,0
51.4958267211,0.0157883,12,27.21,322,508.74,0
51.495815277,0.0157933006,12,24.82,300,508.9,0
51.4958076477,0.0157899999,12,20.67,343,509.93,0
51.4958000183,0.0157866001,12,19.62,329,510.02,0
51.4957923889,0.0157850017,12,22.49,318,509.55,0
51.4957847595,0.0157866001,14,15.09,274,500.93,0
51.4957771301,0.0157850017,14,22.34,453,516.48,0
51.4957695007,0.0157850017,14,24.83,326,516.06,0
51.4957695007,0.0157850017,14,27.09,289,512.1,0
51.4957618713,0.015781599,13,13.17,330,512.34,0
51.4957618713,0.015781599,12,14.2,326,513.79,0
51.4957618713,0.0157899999,12,14.79,315,513.25,0
51.4957504272,0.0158000001,12,14.64,289,511.26,0
51.4957504272,0.0158133006,12,15.79,320,511.24,0
51.4957427978,0.015826601,11,18.44,298,506.76,0
51.4957351684,0.0158365988,11,15.33,282,509.53,0
51.495727539,0.0158416008,11,14.58,318,508.07,0
51.4957199096,0.0158483018,11,16.63,319,508.79,0
51.4957122802,0.0158582997,11,17.49,302,511.09,1
51.4957046508,0.0158700013,11,16.17,330,511.08,0
51.4957046508,0.0158716011,11,15.38,312,508.69,0
51.4956855773,0.0158616008,11,23.34,325,507.23,0
51.4956932067,0.0158566007,11,19.02,291,510.6,0
51.4956932067,0.0158566007,12,14.63,306,511.83,0
51.4956932067,0.0158550014,10,14.16,330,510.67,0
51.4956932067,0.0158516001,10,22.43,286,513.16,0
51.4956932067,0.0158466005,10,20.7,333,510.5,0
51.4956932067,0.0158450007,10,19.91,322,510.24,0
51.4956932067,0.0158433008,10,18.57,336,511.21,0
51.4956932067,0.0158400011,10,27.93,303,512.33,0
51.4957046508,0.0158400011,10,16.78,309,511.51,0
51.4957199096,0.0158365988,11,17.35,355,510.34,0
51.4957199096,0.015835,11,17.17,289,513,0
51.4957199096,0.0158333005,11,15,301,510.54,0
51.4957199096,0.0158316016,11,16.43,303,512.1,0
51.4957199096,0.0158300018,11,19.74,284,509.08,0
51.4957122802,0.0158282995,11,14.37,318,510.77,0
51.4957122802,0.0158249998,11,15.26,334,511.21,0
51.4957122802,0.0158215999,11,15.01,337,511.53,0
51.4957046508,0.0158133006,11,14.27,274,511.52,0
51.4957046508,0.0157949995,11,15.75,316,510.89,0
51.4956932067,0.0157766008,11,22.76,324,510.8,0
51.4956779479,0.0157616004,11,22.8,451,514.29,0
51.4956703186,0.0157416,11,15.78,313,511.04,0
51.4956550598,0.0157316017,11,16.03,331,511.68,0
51.495639801,0.0157216014,11,15.74,315,510.18,0
51.4956283569,0.0157115993,11,18.08,291,510.73,0
51.4956130981,0.0157016015,11,12.25,322,509.25,0
51.4955978393,0.0156883001,11,22.23,301,514.11,0
51.4955711364,0.0156750011,12,21.79,274,510.85,0
51.495563507,0.0156683015,11,22.86,329,511.09,0
51.4955482482,0.0156583013,11,16.28,300,510.39,0
51.4955329895,0.0156516003,11,17.61,327,511.15,0
51.4955253601,0.0156482992,11,21.53,279,508.52,0
51.4955062866,0.0156433,12,20.3,325,510.36,0
51.4954910278,0.0156399989,11,16.93,321,513.47,0
51.495475769,0.0156399989,11,19.2,277,504.74,0
51.4954681396,0.0156366004,12,20.4,319,511.45,0
51.4954605102,0.0156350002,12,18.05,322,507.71,0
51.4954490661,0.0156333017,12,14.33,301,511.29,0
51.4954338073,0.0156283006,12,17.53,317,510.17,0
51.4954261779,0.0156199989,12,15.35,413,515.24,0
51.4954109191,0.0156065998,13,19.02,339,509.14,0
51.4953956604,0.0155982995,11,13.93,366,514.28,0
51.4953765869,0.0155933008,11,17.97,318,505.9,0
51.4953689575,0.015581602,10,17.01,343,516.42,0
51.4953536987,0.0155566,11,19.79,301,507.63,0
51.4953460693,0.0155533003,10,14.45,312,513.9,0
51.4953193664,0.0155500006,11,19.73,307,512.1,0
51.4953041076,0.015545,11,17.31,310,510.56,0
51.4952812194,0.0155400013,11,14.37,275,508.59,0
51.49527359,0.0155316009,11,13.71,308,513,0
51.4952545166,0.0155300006,11,14.92,312,507.54,0
51.4952468872,0.0155016002,11,15.14,282,512.3,0
51.4952316284,0.0154866003,11,21.74,311,509.68,0
51.495223999,0.0154799995,11,15.16,325,512.65,0
51.4952163696,0.0154583001,11,23.42,304,510.48,0
51.4952049255,0.0154466009,11,20.41,318,509.63,0
51.4951896667,0.0154366016,11,21.41,320,509.65,0
51.4951820373,0.0154316005,11,21.38,343,516.62,0
51.4951667785,0.0154366016,12,18.73,296,509.36,0
51.4951591491,0.0154316005,13,18.99,313,509.11,0
51.4951515197,0.0154283022,14,27.44,337,511.27,0
51.4951400756,0.0154250001,14,23.05,288,513.87,0
51.4951324462,0.0154200019,14,20.72,316,513.09,0
51.4951248168,0.0154200019,14,17.13,318,507.96,0
51.4951095581,0.0154183015,14,17.61,282,515.41,0
51.4951019287,0.0154233002,14,15.83,324,509.28,0
51.4950942993,0.0154266014,13,20.99,311,514.84,0
51.4950828552,0.0154299998,13,21.61,302,509.11,0
51.4950675964,0.0154349994,13,18.43,284,514.13,0
51.495059967,0.0154415988,13,18.08,323,509.6,0
51.4950447082,0.0154415988,12,14.58,330,514.6,0
51.4950370788,0.0154383001,12,19.71,293,509.96,0
51.4950294494,0.0154316005,13,16.94,312,511.07,0
51.4950103759,0.0154332995,13,17.24,301,512.96,0
51.4950103759,0.0154266014,12,11.41,302,512.83,0
51.4949951171,0.0154316005,12,13.18,273,513.89,0
51.4949798583,0.0154266014,12,20.01,320,510.41,0
51.494972229,0.0154266014,12,17.07,333,513.9,0
51.494972229,0.0154266014,12,19.04,296,509.67,0
51.4949607849,0.0154183015,12,15.89,322,514.39,0
51.4949531555,0.0154016008,13,20.53,334,509.13,0
51.4949531555,0.0153933,14,13.62,316,512.15,0
51.4949455261,0.0153800001,21,16.24,239,511.6,0
51.4949455261,0.0153666009,33,11.94,316,514.91,0
51.4949378967,0.0153533005,26,15.78,261,512.26,0
51.4949378967,0.0153383007,25,12.96,280,508.95,0
51.4949302673,0.0153216004,27,16,316,513.46,0
51.4949226379,0.0153015995,36,12.08,325,511.01,0
51.4949150085,0.0152882995,37,15.09,288,513.84,0
51.4949150085,0.0152765998,37,13.76,323,508.1,0
51.4949073791,0.015268301,35,14.6,316,514.42,0
51.4949073791,0.0152583003,51,16.8,319,509.75,0
51.494895935,0.0152482995,64,16.09,291,515.42,0
51.494895935,0.0152383017,76,16.61,319,509.54,0
51.494895935,0.0152300014,75,13.86,308,513.81,0
51.494895935,0.0152283,67,20.01,397,513.38,0
51.494895935,0.0152233004,66,13.53,342,514.35,0
51.4948883056,0.0152199993,78,16.97,329,510.88,0
51.4948883056,0.0152166008,70,12.85,388,513.78,0
51.4948883056,0.0152116003,67,20.11,282,509.99,0
51.494895935,0.0152083015,70,10.56,335,511.55,0
51.494895935,0.0152050008,71,15.7,332,511.58,0
51.494895935,0.0152015995,66,10.35,293,511.8,0
51.494895935,0.0151950001,74,17.3,328,512.73,0
51.494895935,0.0151900005,79,11.62,322,511.14,0
51.494895935,0.0151815996,75,16.97,292,510.93,0
51.494895935,0.0151750016,77,11.16,321,512.71,0
51.494895935,0.0151633014,72,16.25,316,514.36,0
51.494895935,0.0151566004,71,11.28,323,512.77,0
51.4948883056,0.0151483001,67,15.45,287,514.81,0
51.494895935,0.0151382994,63,11.45,309,512.66,0
51.4948883056,0.0151316022,54,15.4,325,512.82,0
51.4948883056,0.0151200008,52,15.09,279,510.7,0
51.494895935,0.0151066007,49,15.92,322,514.9,2
51.494895935,0.0150933003,45,15.38,321,510.67,0
51.4948883056,0.0150800013,42,13.58,306,513.35,0
51.4948883056,0.0150633001,45,14.32,301,509.42,0
51.4948883056,0.0150500001,47,14.5,320,513.22,0
51.4948806762,0.015036601,45,19.22,322,510.05,0
51.4948806762,0.0150233006,42,13.83,293,514.1,0
51.4948730468,0.0150083007,39,16.96,324,510.04,0
51.4948654174,0.0149966001,49,12.59,330,513.06,0
51.494857788,0.0149832987,48,17.03,286,510.36,0
51.494857788,0.0149716005,50,11.67,330,512.28,0
51.4948158264,0.0149600019,48,17.66,332,511.09,0
51.4947853088,0.0149433002,41,12.17,333,510.91,0
51.4947433471,0.0149233007,43,16.73,280,513.49,0
51.4947280883,0.0149133014,45,11.25,323,512.62,0
51.4947090148,0.0149015998,60,16.29,307,512.02,0
51.4947013854,0.0148916006,59,17.72,286,512.8,0
51.4946784973,0.0148800001,62,10.7,311,514.06,0
51.4946708679,0.0148666009,70,16.88,317,511.72,0
51.4946517944,0.0148483014,78,10.22,327,511.94,0
51.4946365356,0.0148299989,106,14.59,245,512.1,0
51.4946212768,0.0148165998,83,12.6,319,512.64,0
