latitude,longitude,light,sound average,sound peak,MQ9 gas average,people
51.4927978515,0.0103533005,12,19.93,291,509.96,0
51.4928207397,0.0103550004,13,12.39,336,512.44,0
51.4928398132,0.0103500008,13,20.93,325,511.36,0
51.4928627014,0.0103433001,13,22.65,299,508.27,0
51.4928855895,0.0103416001,13,19.41,320,509.45,0
51.4929122924,0.0103366005,13,20.36,325,509.03,0
51.4929275512,0.0103416001,12,16.2,316,510.27,0
51.49294281,0.0103400003,12,20.79,265,507.6,0
51.4929618835,0.0103299999,12,17,334,508.21,0
51.4929771423,0.0103315997,13,25.1,313,506.68,0
51.4929847717,0.0103333008,13,15.3,270,509.8,0
51.4930000305,0.0103299999,12,22.79,323,509.25,0
51.493019104,0.0103315997,13,17.29,335,509.55,0
51.4930343627,0.0103283011,13,32.2,417,512.03,0
51.4930419921,0.0103233003,12,19.84,315,509.99,0
51.4930496215,0.0103216004,13,23.44,332,507.94,0
51.4930648803,0.0103233003,13,19.4,338,509.63,0
51.4930763244,0.0103266,13,20.57,296,508.85,0
51.4930839538,0.0103383004,13,18.69,326,508.21,0
51.4930992126,0.0103400003,12,21.18,310,507.91,0
51.493106842,0.0103400003,13,22.56,371,512.27,0
51.4931221008,0.010346601,13,20.25,332,513.11,0
51.4931297302,0.0103483009,12,13.75,320,510.25,0
51.4931411743,0.0103515994,13,17.38,328,511.35,0
51.4931564331,0.0103533005,13,18.11,293,506.99,0
51.4931716918,0.0103515994,13,21.96,332,511.75,0
51.4931793212,0.0103515994,13,18.79,337,505.69,0
51.4931869506,0.0103515994,13,16.48,293,510.33,1
51.4932060241,0.0103500008,13,16.79,324,506.72,0
51.4932212829,0.0103483009,13,16.04,338,510.77,0
51.4932365417,0.0103416001,12,16.97,322,507.79,0
51.4932441711,0.0103383004,12,15.46,273,511.79,0
51.4932632446,0.0103349995,12,24.1,327,507.94,0
51.493270874,0.0103299999,12,21.97,352,510.18,0
51.4932861328,0.0103266,12,18.87,286,507.14,0
51.4932937622,0.0103149998,12,11.3,318,510.2,0
51.4933090209,0.0103116011,12,22.22,316,509.97,0
51.4933280944,0.010313301,12,14.35,339,511.79,0
51.4933433532,0.010313301,12,18.87,288,507.33,0
51.4933509826,0.010313301,12,16.24,336,512.12,0
51.4933662414,0.0103149998,12,17.78,317,507.98,0
51.4933853149,0.0103183007,12,12.5,298,511.26,0
51.4934234619,0.0103349995,12,18.79,320,507.45,0
51.4934425354,0.0103333008,12,12.85,328,509.51,0
51.4934501647,0.0103349995,12,22.9,292,506.33,0
51.4934730529,0.010346601,11,14.69,340,512.96,0
51.4934883117,0.0103515994,10,17.84,325,507.17,0
51.4935150146,0.0103649997,11,14.68,308,513.12,0
51.4935302734,0.0103750002,11,17.85,282,507.06,0
51.4935379028,0.0103832995,12,12.56,322,509.13,0
51.4935455322,0.0103883004,11,17.63,304,506.52,0
51.4935531616,0.0103916001,12,12.49,289,511.25,0
51.4935646057,0.0104033005,11,18.98,328,508.77,0
51.4935798645,0.0104166007,11,12.86,319,512.56,0
51.4935951232,0.0104233014,12,21.16,325,510.43,0
51.4936027526,0.0104316008,12,13.05,294,510.77,0
51.4936180114,0.0104416,12,21.74,335,508.28,0
51.4936294555,0.0104550004,11,11.99,325,511.78,0
51.4936447143,0.0104699993,11,18.66,378,510.54,0
51.4936523437,0.0104815995,11,12.48,333,510.31,0
51.4936676025,0.0104949998,11,21.71,308,509.23,0
51.4936752319,0.0105066001,11,12.27,325,509.18,0
51.4936943054,0.0105150008,12,21.05,288,508.3,0
51.4937019348,0.0105200004,12,12.81,320,509.97,0
51.4937171936,0.0105233001,12,18.86,323,508.94,0
51.4937248229,0.0105115997,12,13.8,285,511.26,0
51.4937324523,0.0105233001,12,19.13,326,508,0
51.4937324523,0.0105282998,12,13.78,325,512.41,0
51.4937400817,0.0105265998,12,21.19,327,507.92,0
51.4937515258,0.0105233001,12,18.12,458,514.35,0
51.4937591552,0.0105265998,12,22.61,310,509.69,0
51.4937667846,0.0105200004,13,17.21,317,508.95,0
51.493774414,0.0105133008,13,31.06,280,508.54,0
51.493774414,0.0105083,13,17.45,308,508.31,0
51.493774414,0.0105133008,12,29.32,332,508.16,0
51.493774414,0.0105033004,12,43.13,343,510.62,0
51.493774414,0.0104966008,12,26.21,304,510.68,0
51.493774414,0.0104949998,12,16.14,321,511.1,0
51.493774414,0.0104916,13,33.2,306,513.74,0
51.493774414,0.0104900002,13,33.97,296,510.09,0
51.4937820434,0.0104866015,13,43.45,378,507.64,0
51.4937820434,0.010478301,15,157.52,365,511.91,0
51.4937896728,0.0104566001,12,173.02,453,505.83,0
51.4937896728,0.0104383003,12,74.47,386,511.43,0
51.4937973022,0.0104200005,12,30.31,297,511.78,0
51.4938163757,0.0104083001,12,29.82,336,510.7,0
51.4938087463,0.0103999996,12,26.59,284,510.21,0
51.4938163757,0.0103832995,12,23.06,316,511.74,0
51.4938240051,0.0103666007,12,22.55,330,512.52,0
51.4938240051,0.0103483009,13,22.49,280,513.41,0
51.4938316345,0.0103266,13,21.14,331,511.53,0
51.4938316345,0.0103050005,13,17.74,331,513.3,0
51.4938545227,0.0102733004,13,22.84,337,515.69,0
51.493862152,0.0102516007,13,20.96,325,512.62,0
51.4938735961,0.0102332997,13,24.76,408,514.16,0
51.4938812255,0.0102166008,14,18.35,323,510.86,0
51.4938812255,0.0101982998,14,21.19,271,513.26,0
51.4938735961,0.010181601,13,26.25,304,508.09,0
51.4938735961,0.0101583003,14,24.88,327,510.52,0
51.4938735961,0.0101315999,15,27.88,282,512.69,0
51.493862152,0.0101083004,15,31.36,324,511.42,0
51.493862152,0.0100865995,15,41.02,365,511.92,0
51.4938545227,0.0100665998,15,33.18,335,512.3,0
51.4938468933,0.0100450003,14,34.93,287,512.31,0
51.4938468933,0.0100200009,14,31.37,344,509.81,0
51.4938392639,0.0100000011,14,35.34,304,511.94,0
51.4938392639,0.0099750003,14,34.44,297,511.34,0
51.4938316345,0.0099582996,14,24.65,319,511.85,0
51.4938316345,0.0099399995,14,21.08,309,511.23,0
51.4938316345,0.00992,14,16.72,319,511.18,0
51.4938240051,0.0099033002,14,18.77,283,512.51,0
51.4938240051,0.0098832998,14,17.45,318,512.05,0
51.4938163757,0.0098633003,14,17.8,318,512.4,0
51.4938163757,0.0098416004,14,18.21,303,512.5,0
51.4938163757,0.0098199996,13,19.54,320,511.43,0
51.4938240051,0.0098000001,13,18.56,321,512.19,0
51.4938240051,0.0097766008,13,18.6,290,512.83,0
51.4938316345,0.0097533016,13,17.47,327,511.38,0
51.4938316345,0.0097283,12,17.29,321,511.92,0
51.4938392639,0.0097050008,13,16.24,320,513.13,0
51.4938392639,0.0096850004,13,17.58,297,509.98,0
51.4938468933,0.0096733007,13,20.11,328,511.3,0
51.4938545227,0.0096616001,13,18.6,308,510.58,0
51.493862152,0.0096500005,13,17.61,285,511.21,0
51.4938735961,0.0096383008,13,22.06,443,514.26,0
51.4938888549,0.0096233005,13,21.65,369,512.68,0
51.4938964843,0.0096100006,13,20.41,351,511.77,0
51.4938964843,0.0095966005,13,22.57,298,510.6,0
51.4939041137,0.0095866012,13,23.36,330,511.34,0
51.4939117431,0.0095816001,13,22.44,330,511.92,0
51.4939117431,0.0095683002,13,20.35,312,511.15,0
51.4939193725,0.0095583009,13,19.49,332,512.68,0
51.4939308166,0.0095500001,13,20.14,305,510.4,0
51.493938446,0.0095349998,12,21.95,318,511.04,0
51.493938446,0.0095265998,13,19.28,293,511.51,0
51.4939460754,0.0095166006,13,18.73,311,510.81,0
51.4939537048,0.009505001,13,18.88,309,510.22,0
51.4939613342,0.0094916009,13,20.02,302,510.82,0
51.4939689636,0.0094766006,13,18.63,307,509.52,0
51.493976593,0.0094616003,13,19.78,336,509.26,0
51.493976593,0.0094515991,13,18.95,303,510.4,0
51.4939842224,0.0094400005,13,20.66,336,512.37,0
51.4939956665,0.0094216003,14,21.3,314,510.83,0
51.4940032958,0.0094050006,15,28.17,391,512.1,0
51.4940109252,0.0093915996,14,20.26,233,509.39,0
51.4940109252,0.0093766002,13,21.79,332,510.09,0
51.494026184,0.0093699998,13,21.41,315,510.1,0
51.494026184,0.0093650007,14,24.93,296,511.45,0
51.4940338134,0.0093583011,13,24.73,327,510.41,0
51.4940528869,0.0093500013,13,22.17,307,510.2,0
51.4940681457,0.0093383007,13,20.64,318,511.94,0
51.4940757751,0.0093300008,13,17.86,285,511.6,0
51.4940834045,0.0093215999,13,24.9,318,509.91,0
51.4940910339,0.0093165998,12,22.42,323,510.54,0
51.4940986633,0.0093100004,13,18.38,291,509.87,0
51.4941062927,0.0093000001,13,20.19,330,509.83,0
51.4941177368,0.0092833003,13,21,315,510.55,0
51.4941177368,0.0092532997,13,18.22,292,511.28,0
51.4941253662,0.0092366008,14,16.9,313,513.6,0
51.4941329956,0.0092315998,13,18.16,329,513.66,0
51.494140625,0.0092315998,13,16,323,509.31,0
51.4941482543,0.0092216005,13,18.3,284,511.87,0
51.4941558837,0.0092049999,13,23.28,324,507.16,0
51.4941635131,0.0091899995,13,19.47,324,512.75,0
51.4941635131,0.0091732997,13,21.41,300,506.98,0
51.4941749572,0.0091565999,13,22.58,330,512.54,0
51.4941749572,0.0091432991,13,19.59,322,510.91,0
51.4941825866,0.0091300001,13,15.27,316,512.08,0
51.4941978454,0.009125,13,19.88,326,510.55,0
51.4942054748,0.0091100006,13,12.92,337,513.52,0
51.4942131042,0.0090950002,13,19.29,296,508.46,0
51.4942207336,0.0090766,13,13.95,313,513.78,0
51.494228363,0.0090682992,13,23.2,314,510.37,0
51.4942474365,0.0090565986,13,15.52,325,511.11,0
51.4942626953,0.0090466003,13,22.3,320,510.78,0
51.4942703247,0.0090366001,13,14.3,284,510.33,0
51.4942855834,0.0090265998,13,25.55,327,511.27,0
51.4942970275,0.009018301,13,19.21,327,512.3,0
51.4943122863,0.0090066013,13,24.33,288,511.39,0
51.4943199157,0.0089949998,13,12.83,335,510.19,0
51.4943275451,0.0089799995,13,26.76,418,515.23,0
51.4943351745,0.0089650001,13,16.13,401,512.31,0
51.4943351745,0.0089433012,13,22.63,295,508.38,0
51.4943428039,0.0089282999,13,14.73,320,510.87,0
51.4943351745,0.0089033012,13,20.71,406,514.85,0
51.4943428039,0.0088866004,12,19.4,300,512.96,0
51.4943504333,0.0088733005,13,26.9,320,514.87,0
51.4943618774,0.0088666,13,23.25,318,509.92,0
51.4943771362,0.0088566007,13,19.77,305,514.14,0
51.4943847656,0.0088465995,13,20.06,333,510.12,0
51.494392395,0.0088382997,13,25.11,337,514.08,0
51.4944076538,0.0088333005,13,27.23,296,510.34,0
51.4944190979,0.0088283004,13,20.93,308,512.12,0
51.4944343566,0.0088233003,13,29.98,322,512.22,0
51.494441986,0.0088150014,13,33.57,318,509.22,0
51.4944496154,0.0088100004,13,25.14,271,511.77,0
51.4944648742,0.0088032999,13,22.13,317,511.68,0
51.4944725036,0.0087966012,13,21.95,326,512.17,0
51.4944839477,0.0087933006,13,20.09,313,512.73,0
51.4944915771,0.0087883005,13,30.93,284,511.69,0
51.4944992065,0.0087800016,13,26.79,328,508.6,1
51.4945068359,0.0087700004,13,28.22,322,511.57,0
51.4945144653,0.0087583007,13,30.5,296,511.77,0
51.4945144653,0.0087500009,13,24.63,326,511.92,0
51.4945297241,0.0087416,13,23.3,317,512.49,0
51.4945411682,0.0087316007,13,21.52,302,512.46,0
51.494556427,0.0087199993,13,19.9,319,511.66,0
51.4945716857,0.0087050008,13,20.24,321,511.34,0
51.4945869445,0.0086900005,14,23.82,305,514.3,0
51.4945945739,0.0086750001,14,19.98,276,512.7,0
51.494606018,0.0086649999,14,24.28,318,511.98,0
51.4946212768,0.0086532993,13,23.03,320,511.94,0
51.4946289062,0.0086400003,13,27.93,301,511.8,0
51.494644165,0.008630001,13,26.43,318,511.39,0
51.4946632385,0.0086233005,13,22.32,269,510.98,0
51.4946708679,0.0086182994,13,31.65,311,516.48,0
51.4946861267,0.0086133003,13,23.32,304,512.9,0
51.4947013854,0.0086050004,14,22.9,270,511.24,0
51.4947090148,0.0085965995,13,28.34,303,511.19,0
51.4947280883,0.0085916004,13,24.93,269,511.06,0
51.4947433471,0.008585,13,20.75,316,511.23,0
51.4947586059,0.0085750007,14,21,307,512.24,0
51.4947738647,0.0085632991,14,22.62,334,512.93,0
51.4947853088,0.0085516004,14,25.47,294,509.35,0
51.4947929382,0.0085400009,14,19.3,300,511.16,0
51.4948005676,0.0085315999,14,22.93,302,513.05,0
51.4948158264,0.0085249996,14,23.22,290,508.98,0
51.4948234558,0.0085233001,14,19.83,324,510.88,0
51.4948310852,0.0085183,14,25.18,316,510.67,0
51.4948387145,0.0085133008,14,26.88,311,511.8,0
51.4948387145,0.0085083007,14,18.73,306,510.69,0
51.4948501586,0.0085016002,13,22.13,266,512.03,0
51.4948654174,0.0084966001,14,26.23,340,510.57,0
51.4948730468,0.0084883003,14,22.18,278,511.48,0
51.4948806762,0.0084783,14,28.38,318,510.55,0
51.494895935,0.0084616003,14,30.17,315,511.71,0
51.4949073791,0.0084515991,14,23.79,420,514.23,0
51.4949226379,0.0084432992,13,21.66,360,513.42,0
51.4949302673,0.0084349994,14,21.53,320,511.2,0
51.4949302673,0.0084250001,14,20.27,313,510.47,0
51.4949378967,0.0084132995,13,24.2,298,515.42,0
51.4949455261,0.0083983001,14,23.47,317,511.86,0
51.4949531555,0.0083882999,13,17.09,330,510.94,0
51.4949607849,0.008380001,13,32.98,271,512.85,0
51.4949798583,0.0083699998,14,37.52,332,511.04,0
51.4949874877,0.0083633003,14,39.41,323,510.47,0
51.4949951171,0.0083466005,14,31.81,357,510.74,0
51.4950027465,0.0083333005,14,22.08,299,511.37,0
51.4950103759,0.0083100013,15,30.8,310,514.82,0
51.4950103759,0.0082966003,14,38.15,320,508.63,0
51.4950180053,0.0082883005,14,32.87,308,512.19,0
51.4950447082,0.0082883005,14,37.71,276,508.93,0
51.495059967,0.0082849998,14,30.06,327,505.72,0
51.4950675964,0.0082799997,14,30.25,290,509.47,0
51.4950752258,0.0082715997,14,23.49,316,512.49,0
51.4950942993,0.0082683,14,21.01,315,510.6,0
51.4950942993,0.0082616004,14,24.86,312,511.84,0
51.4951019287,0.0082583007,14,27.02,287,511.14,0
51.4951095581,0.0082550001,14,23.45,328,511.15,0
51.4951248168,0.0082466001,14,29.93,319,509.86,2
51.4951400756,0.0082399997,14,22.9,281,510.8,0
51.4951400756,0.0082266006,14,25.29,308,514.69,0
51.4951515197,0.00821,14,25.62,306,512.63,0
51.4951515197,0.0081983003,15,25.13,323,510.91,0
51.4951591491,0.0081900005,14,24.89,265,509.47,0
51.4951667785,0.0081766014,14,26.37,316,507.55,0
51.4951820373,0.0081499996,15,34.27,323,511.13,0
51.4951972961,0.0081266002,15,48.49,284,512,0
51.4952163696,0.0081050004,14,29.13,313,506.93,0
51.495223999,0.0080933008,14,22.1,318,509.55,0
51.4952316284,0.0080783004,14,24.67,304,506.06,0
51.4952468872,0.0080666007,14,22.38,286,509.85,0
51.4952468872,0.0080550012,15,26.96,294,510.95,0
51.4952468872,0.0080416011,15,22.21,321,511.25,0
51.4952545166,0.0080300006,15,25.26,406,512.13,0
51.4952621459,0.0080200004,15,29.44,309,509.62,0
51.4952621459,0.0080100002,15,35.49,319,513.36,0
51.49527359,0.0079950003,14,30.93,322,517.69,0
51.4952964782,0.007978301,14,29.87,321,509.62,0
51.495311737,0.0079633002,15,27.31,320,509.11,0
51.4953269958,0.0079583001,14,21.5,308,510.26,0
51.4953460693,0.0079516005,14,25.62,291,510.07,0
51.4953536987,0.0079400005,14,26.82,332,510.33,0
51.4953613281,0.0079233002,14,22.46,329,509.73,0
51.4953689575,0.0079083003,14,18.94,279,508.21,0
51.4953613281,0.007875,14,20.39,313,510.67,0
51.4953613281,0.0078500003,14,18.06,247,510.8,0
51.4953765869,0.0078316001,14,22.09,329,510.57,1
51.4953842163,0.0078150005,14,24.33,283,511.71,0
51.4953956604,0.0078050003,14,24.01,325,511.71,0
51.4954109191,0.0077966003,14,28.97,331,509.83,0
51.4954261779,0.0077799997,14,37.34,296,510.86,0
51.4954338073,0.0077683,13,33.88,439,512.86,0
51.4954414367,0.0077600002,13,23.53,393,511.09,0
51.4954490661,0.0077482995,13,26.69,272,512.12,0
51.4954681396,0.0077383003,13,26.81,271,510.88,0
51.4954681396,0.0077283,14,26.04,342,514.28,0
51.495475769,0.0077150001,14,23.27,321,513.27,0
51.4954833984,0.0077015995,14,27,283,510.53,0
51.4954833984,0.0076849994,14,26.97,300,510.39,0
51.4954910278,0.0076683006,14,26.71,326,511.24,0
51.4954910278,0.0076350002,14,21.79,289,512.19,0
51.4954986572,0.0076166005,14,27.1,307,511.23,0
51.4955062866,0.0075982999,14,26.23,297,508.57,0
51.4955062866,0.0075783004,14,24.23,310,511.85,0
51.4954986572,0.0075533003,13,28.29,273,511.39,0
51.4955177307,0.0075266003,13,43.76,327,511.12,0
51.4955406188,0.0074983,13,38.74,349,508.83,0
51.4955482482,0.0074800009,13,25,317,511.95,0
51.4955558776,0.0074699997,12,28.68,318,511.22,0
51.495563507,0.0074616007,13,23.22,325,511.59,0
51.495563507,0.0074483003,13,26.53,322,510.53,0
51.4955711364,0.0074450006,13,23.62,289,511.01,0
51.4955978393,0.0074465999,13,29.29,463,515.4,0
51.4956130981,0.0074465999,13,37.48,319,511.57,0
51.495639801,0.0074499998,13,25.7,287,511.58,0
51.4956550598,0.0074583001,13,28.66,331,509.42,0
51.4956626892,0.0074650001,13,27.02,329,511.8,0
51.4956703186,0.0074650001,13,29.41,309,511.62,0
51.4956855773,0.0074566001,13,21.58,250,508.82,0
51.4956932067,0.0074516005,13,35.92,325,510.19,0
51.4957199096,0.007438301,13,27.46,316,511.25,0
51.495727539,0.0074283003,13,38.39,271,512.69,0
51.4957427978,0.0074216003,13,27.75,353,511.72,0
51.4957504272,0.0074115996,13,41.13,309,511.98,0
51.4957618713,0.0074082999,13,24.98,296,513.95,0
51.4957695007,0.0074050002,13,34.88,331,512.23,0
51.4957847595,0.0074082999,13,25.82,329,512.65,0
51.4958000183,0.0074100008,13,25.39,311,511.76,0
51.4958267211,0.0074082999,13,30,293,508.55,0
51.4958419799,0.0074,12,21,311,511.01,0
51.4958496093,0.0073750009,12,21.89,315,510.35,0
51.4958572387,0.0073500003,12,18.54,284,509.07,0
51.4958648681,0.0073283004,13,22.42,317,513.7,0
51.4958724975,0.0073082995,12,27.57,324,508.09,0
51.4958839416,0.0072916002,12,19.13,298,511.3,0
51.4958839416,0.0072766008,12,23.98,301,514.01,0
51.4958992004,0.0072600007,12,22.06,308,510.41,0
51.4959068298,0.0072449994,13,23.25,319,512.83,0
51.4959144592,0.0072315998,12,19.8,294,510.34,0
51.4959144592,0.0072083001,12,23.69,305,507.32,0
51.4959220886,0.0071950006,12,26.2,312,510.66,0
51.495929718,0.0071799998,12,30.3,280,510.51,0
51.4959373474,0.0071683001,12,23.67,281,508.64,0
51.4959487915,0.0071500005,11,26.8,292,509.32,0
51.4959487915,0.0071332998,12,20.32,321,511.12,0
51.4959564208,0.0071216001,12,28.28,288,510.02,0
51.495979309,0.0070983004,12,23.64,316,512.08,0
51.4959869384,0.0070800008,12,25.42,463,518.14,0
51.4959945678,0.0070633001,12,20.54,283,511.78,0
51.4959945678,0.0070566005,12,21.55,267,510.73,0
51.4960060119,0.0070483007,12,27.71,319,511.73,0
51.4960136413,0.0070383005,12,29.04,328,511.06,0
51.4960212707,0.0070250005,12,19.94,277,512.35,0
51.4960289001,0.0070165996,12,23.68,309,514.69,0
51.4960365295,0.0070065999,11,23.87,326,508.77,0
51.4960517883,0.0069933004,12,19.94,290,511.17,0
51.4960594177,0.0069816007,11,22.42,317,508.36,0
51.4960708618,0.0069683003,11,19.93,317,511.19,0
51.4960708618,0.0069516,11,14.33,323,510.86,0
51.4960784912,0.0069350004,11,15.74,290,511.6,0
51.4960861206,0.0069183006,11,16.06,325,510.99,1
51.49609375,0.0069016003,11,17.84,312,511.93,0
51.49609375,0.0068882999,11,24.96,222,509.52,0
51.4961013793,0.0068766002,11,18.66,316,510.94,0
51.4961090087,0.0068616003,11,19.91,330,509.98,0
51.4961166381,0.0068482995,11,17.53,323,512.58,0
51.4961280822,0.0068333001,12,18.05,284,512.74,0
51.496143341,0.0068215999,12,17.28,308,509.96,0
51.4961585998,0.0068066,11,21.24,327,510.18,0
51.4961662292,0.006795,11,19.8,274,510.22,0
51.4961738586,0.0067832999,11,22.7,316,509.11,0
51.496181488,0.0067666006,11,23.95,327,509.77,0
51.4962005615,0.00675,11,25.62,289,510.73,0
51.4962081909,0.0067332992,11,21.66,321,509.84,0
51.4962158203,0.0067183008,11,18.78,325,509.9,0
51.4962234497,0.0067066006,11,21.5,324,510.08,0
51.4962234497,0.0066882996,11,22.45,312,512.09,0
51.4962310791,0.0066683001,11,17.02,331,512.1,0
51.4962501525,0.0066466002,11,17.3,301,510.13,0
51.4962730407,0.0066249995,12,17.08,299,510.49,0
51.4962806701,0.0066115999,12,17.14,318,510.16,0
51.4962882995,0.0065932998,11,15.91,313,509.54,0
51.4962882995,0.0065800004,11,16.03,312,509.04,0
51.4962959289,0.0065633001,11,15.95,287,509.04,0
51.4963035583,0.0065416007,11,15.56,322,509.18,0
51.4963035583,0.0065265998,11,17.12,296,513.45,0
51.4963150024,0.0065132999,11,17.51,341,511.97,0
51.4963226318,0.0064966001,11,17.24,323,510.09,0
51.4963302612,0.0064916009,11,20.19,325,507.22,0
51.4963302612,0.0064733004,11,19.43,317,510.4,0
51.4963378906,0.00646,11,17.28,308,511.28,0
51.49634552,0.0064433002,11,15.72,307,509.68,0
51.49634552,0.0064266004,10,14.87,338,508.98,0
51.49634552,0.0064100003,11,19.34,276,510.11,0
51.4963531494,0.0063999996,11,21.71,321,511.5,0
51.4963531494,0.0063916006,10,17.63,319,511.01,0
51.4963607788,0.0063816003,11,16.05,300,511.93,0
51.4963607788,0.0063716006,11,16.37,306,510.26,0
51.4963722229,0.0063600006,10,15.93,322,510.41,0
51.4963798522,0.0063450007,10,16.07,299,510.5,0
51.4963874816,0.0063316001,10,17.45,276,510.47,0
51.496395111,0.0063249998,10,15.6,286,511.33,0
51.496395111,0.0063133001,9,20.31,312,508.33,0
51.4964103698,0.0062883005,10,27.82,398,516.54,0
51.4964103698,0.0062700004,10,21.08,318,511.24,0
51.4964103698,0.0062600002,10,23.82,322,512.17,0
51.4964370727,0.0062533006,11,29.82,302,509.95,0
51.4964523315,0.0062400007,10,28.3,300,510.28,0
51.4964599609,0.0062232999,10,30.35,313,510.12,0
51.4964752197,0.0062016005,11,19.66,319,510.87,0
51.4964942932,0.0061800003,11,17.55,299,510.91,0
51.496509552,0.0061600008,11,15.51,331,511.47,0
51.4965248107,0.0061366004,11,17.48,318,513.8,0
51.4965324401,0.0061166,10,15.17,329,512.86,0
51.4965400695,0.0060933008,11,16.3,270,510.58,0
51.4965476989,0.0060800004,10,16.38,318,510.93,0
51.4965476989,0.0060683002,10,19.26,315,511.84,0
51.496559143,0.0060583,10,17.91,276,513.55,0
51.4965667724,0.0060450005,10,14.29,316,509.77,0
51.4965744018,0.0060315999,10,15.32,327,509.1,0
51.4965820312,0.0060199999,10,14.67,293,512.54,0
51.4965896606,0.0060066003,10,32.3,375,519.25,0
51.49659729,0.0059932999,10,44.16,310,512.86,0
51.4966239929,0.0059682998,10,37.7,301,513.19,0
51.4966316223,0.0059450001,9,32.44,287,512.36,0
51.4966468811,0.0059250001,10,37.11,315,513.07,0
51.4966621398,0.0059050006,9,38.91,349,514.17,0
51.4966621398,0.0058816003,10,38.02,294,513.68,0
51.4966697692,0.0058666,9,38.61,333,513.48,0
51.4966812133,0.0058500003,9,40.04,341,513.27,0
51.4966964721,0.0058315997,10,40.88,342,514.6,0
51.4966964721,0.0058116006,9,44.62,304,515.84,0
51.4967041015,0.0058016004,10,44.39,345,511.96,0
51.4967117309,0.0057883005,10,44.47,344,511.92,0
51.4967193603,0.0057765998,9,47.39,292,513.12,0
51.4967193603,0.0057583003,9,46.17,334,512.82,0
51.4967269897,0.0057416005,9,42.11,330,513.55,0
51.4967384338,0.0057283,9,40.59,308,513.48,0
51.4967384338,0.0057232999,9,41.73,289,512.78,0
51.4967384338,0.0057133007,9,43.33,352,513.03,0
51.4967384338,0.0057016,9,38.83,320,512.78,0
51.4967384338,0.00569,9,16.98,293,510.8,0
51.4967460632,0.0056800003,9,19.44,315,511.46,0
51.4967460632,0.0056766004,9,23.38,315,510.74,0
51.4967536926,0.0056616001,9,23.18,285,513.68,0
51.496761322,0.0056500005,9,20.82,329,511.3,0
51.4967689514,0.0056400003,9,20.34,328,511.96,0
51.4967765808,0.0056350002,10,18.3,325,511.91,0
51.4967842102,0.005630001,10,19.51,274,511.33,0
51.4967918395,0.0056265997,10,16.7,323,511.31,0
51.4968032836,0.0056265997,10,18.14,322,511.09,0
51.496810913,0.005630001,10,18.44,300,511.78,0
51.4968261718,0.005625,9,14.93,328,511.63,0
51.4968414306,0.0056283001,9,17.11,303,507.59,0
51.49684906,0.0056283001,10,16.48,327,509.73,0
51.4968681335,0.0056265997,9,19.25,289,510.72,0
51.4968757629,0.0056265997,9,20.47,336,507.33,0
51.4968833923,0.0056265997,9,21.81,336,511.2,0
51.4968986511,0.0056265997,9,21.5,431,513.88,0
51.4969139099,0.0056316003,9,17.8,364,511.42,0
51.4969329833,0.0056383008,10,17.12,327,512.68,0
51.4969482421,0.0056400003,10,17.41,332,512.77,0
51.4969558715,0.0056450004,9,16.35,273,512.27,0
51.4969635009,0.0056483001,10,16.68,334,512.34,0
51.4969825744,0.0056483001,9,17.47,319,511.17,0
51.4969978332,0.0056533002,9,16.66,267,513.29,0
51.497013092,0.0056616001,10,16.07,319,511.59,0
51.4970283508,0.00567,9,16.22,321,511.75,0
51.4970550537,0.0056716003,10,15.49,308,510.37,0
51.4970703125,0.0056783003,9,18.09,293,511.76,0
51.4970855712,0.0056866002,10,21.38,314,508.61,0
51.4970932006,0.0056932997,9,21.01,307,509.18,0
51.4971199035,0.0057016,9,21.24,290,513.81,0
51.4971351623,0.0057066006,10,17.07,322,512.36,0
51.4971427917,0.0057100005,9,17.15,331,511.64,0
51.4971504211,0.0057150001,10,15.74,309,511.33,0
51.4971580505,0.0057200002,9,16.09,292,510.39,0
51.4971694946,0.0057250003,9,16.84,316,509.19,0
51.497177124,0.0057365999,9,18.33,317,513.05,0
51.4971847534,0.00575,9,17.92,287,511.09,0
51.4972000122,0.0057599997,9,16.92,292,513.19,0
51.4972076416,0.0057733006,9,17.99,304,514.18,0
51.4972152709,0.0057800002,9,16.38,329,509.95,0
51.4972343444,0.0057866001,9,18.95,286,511.57,0
51.4972419738,0.0057933001,9,16.94,315,509.65,0
51.4972572326,0.0057983007,8,20.28,337,512.71,0
51.4972724914,0.0058066005,9,21.86,283,512.27,0
51.4972915649,0.0058133001,10,21.46,319,508.67,0
51.4973068237,0.0058200001,9,22.2,331,516.5,0
51.4973144531,0.0058249998,9,16.44,294,511.65,0
51.4973220825,0.0058300008,9,16.85,316,510.72,0
51.4973297119,0.0058416004,9,16.97,313,511.17,0
51.4973373413,0.0058482999,10,16.51,307,510.11,0
51.4973487854,0.0058566002,10,16.53,284,510.53,0
51.4973564147,0.0058632998,10,16.03,316,509.89,0
51.4973640441,0.0058732995,9,16.62,313,509.42,0
51.4973793029,0.0058833003,10,17.52,378,515.09,0
51.4973869323,0.0058949999,9,14.85,311,510.86,0
51.4974021911,0.0059066004,10,15.81,309,510.56,0
51.4974212646,0.0059183001,10,15.5,332,511.66,0
51.497428894,0.0059333,10,15.34,292,508.92,0
51.4974441528,0.0059482998,10,17.62,292,509.23,0
51.4974517822,0.0059583001,10,19.1,311,513.26,0
